company_name,year,sales,profit,rprofit,totalassets,totalliabilities,sequity,mnc,psic_5,exporter,nationality,bind,aki_16,
Digital Telecommunications Phils. Inc.,2019,2.82,2.42,85.67,39.59,26.08,13.51,0,61101,0,Filipino,SERV,IAC,
Digital Telecommunications Phils. Inc.,2020,3.78,3.54,93.47,39.67,25.17,14.50,0,61101,0,Filipino,SERV,IAC,
Digitel Mobile Phils. Inc.,2018,9.84,2.46,24.99,9.08,6.31,2.78,0,61202,0,Filipino,SERV,IAC,
Digitel Mobile Phils. Inc.,2019,8.78,2.92,33.25,11.06,7.79,3.27,0,61202,0,Filipino,SERV,IAC,
Digitel Mobile Phils. Inc.,2021,9.82,4.51,45.90,10.28,3.53,4.88,0,61203,0,Filipino,SERV,IAC,
Dipolog Coconut Oil Mill Inc.,2018,2.42,0.01,0.50,1.80,1.61,0.19,0,10440,1,Filipino,MFG,MFG,
Distileria Bago Inc.,2018,2.72,0.08,2.75,2.32,0.30,2.02,0,11010,0,Filipino,MFG,MFG,
Diversified Technology Solutions International Inc.,2018,5.12,0.77,15.08,4.14,1.57,2.57,1,62020,0,Japanese,SERV,IAC,
DKSH Philippines Inc.,2021,2.86,0.02,0.74,1.94,1.72,0.14,1,46692,0,Swiss,SERV,TRD,
DMCI Holdings Inc.,2018,8.48,8.32,98.17,21.66,0.03,21.63,0,64200,0,Filipino,SERV,FIA,
DMCI Holdings Inc.,2019,6.60,6.49,98.26,21.78,0.03,21.75,0,64200,0,Filipino,SERV,FIA,
DMCI Holdings Inc.,2020,5.03,4.86,96.56,20.28,0.05,20.24,0,64200,0,Filipino,SERV,FIA,
DMCI Holdings Inc.,2021,11.55,11.49,99.46,19.03,0.05,1.04,0,64304,0,Filipino,SERV,FIA,
DMCI Masbate Power Corporation,2019,1.90,0.21,10.93,3.75,2.84,0.91,0,35100,0,Filipino,SERV,EWS,
DMCI Masbate Power Corporation,2020,1.62,0.23,14.37,4.37,2.92,1.45,0,35100,0,Filipino,SERV,EWS,
DMCI Power Corporation,2018,2.92,0.46,15.88,3.80,1.21,2.59,0,35100,0,Filipino,SERV,EWS,
DMCI Power Corporation,2019,3.03,0.42,13.88,4.16,1.20,2.96,0,35100,0,Filipino,SERV,EWS,
DMCI Power Corporation,2020,2.70,0.34,12.43,4.26,1.50,2.76,0,35100,0,Filipino,SERV,EWS,
DMCI Power Corporation,2021,3.20,0.31,9.65,5.18,2.56,1.57,0,35102,0,Filipino,SERV,EWS,
DMCI Project Developers Inc.,2018,22.65,3.94,17.38,59.49,38.54,20.95,0,68120,0,Filipino,SERV,REO,
DMCI Project Developers Inc.,2019,19.71,2.99,15.15,70.55,48.04,22.52,0,68120,0,Filipino,SERV,REO,
DMCI Project Developers Inc.,2020,17.28,1.49,8.64,75.46,52.77,22.69,0,68120,0,Filipino,SERV,REO,
DMCI Project Developers Inc.,2021,26.22,5.20,19.83,81.68,54.92,23.11,0,68190,0,Filipino,SERV,REO,
D.M. Consunji Inc.,2018,16.39,1.57,9.56,15.44,8.85,6.59,0,42100,0,Filipino,SERV,CNS,
D.M. Consunji Inc.,2019,20.99,0.94,4.48,20.85,14.16,6.70,0,42100,0,Filipino,SERV,CNS,
D.M. Consunji Inc.,2020,17.05,0.13,0.74,21.15,14.54,6.61,0,42100,0,Filipino,SERV,CNS,
D.M. Consunji Inc.,2021,20.49,0.54,2.61,22.35,15.64,3.33,0,42209,0,Filipino,SERV,CNS,
D.M. Wenceslao & Associates Inc.,2021,2.50,1.36,54.26,23.87,2.54,11.03,0,68120,0,Filipino,SERV,REO,
Donggwang Clark Corporation,2020,3.01,-0.12,-3.92,16.12,7.99,8.13,1,68120,0,Korean,SERV,REO,
Donggwang Clark Corporation,2021,2.88,-0.61,-21.10,16.14,8.62,0.77,1,68190,0,Korean,SERV,REO,
Donica Corporation,2019,1.90,0.00,0.16,0.13,0.08,0.05,0,47750,0,Filipino,SERV,TRD,
DoubleDragon Corporation,2021,8.77,5.50,62.71,84.59,57.56,11.42,0,68190,0,Filipino,SERV,REO,
DoubleDragon Properties Corporation,2020,5.68,1.62,28.46,80.51,57.87,22.65,0,68120,0,Filipino,SERV,REO,
Dow Chemical Philippines Inc.,2018,2.45,0.13,5.22,1.48,1.07,0.41,1,20299,0,American,MFG,MFG,
Dow Chemical Philippines Inc.,2020,1.69,0.08,4.79,0.87,0.47,0.40,1,20299,0,American,MFG,MFG,
Dow Chemical Philippines Inc.,2021,2.44,0.31,12.57,1.11,0.90,0.05,1,21001,0,American,MFG,MFG,
Doxo Ingredients Inc.,2019,4.43,0.13,3.00,2.24,1.38,0.86,0,10796,0,Filipino,MFG,MFG,
Doxo Ingredients Inc.,2020,3.77,0.11,2.89,1.95,0.99,0.97,0,10796,0,Filipino,MFG,MFG,
Doxo Ingredients Inc.,2021,4.44,0.14,3.04,1.90,0.78,0.30,0,10799,0,Filipino,MFG,MFG,
Draka Philippines Inc.,2018,4.91,0.03,0.55,3.11,1.23,1.88,1,27320,1,Italian,MFG,MFG,
Draka Philippines Inc.,2019,4.16,-0.08,-2.02,3.17,1.45,1.72,1,27320,1,Italian,MFG,MFG,
Draka Philippines Inc.,2021,4.75,-0.22,-4.67,2.43,1.20,0.45,1,27509,1,Italian,MFG,MFG,
Dranix Distributors Inc.,2018,11.16,0.16,1.42,1.78,0.93,0.85,0,46105,0,Filipino,SERV,TRD,
Dranix Distributors Inc.,2019,5.25,-0.01,-0.10,1.91,1.07,0.85,0,46105,0,Filipino,SERV,TRD,
Dranix Distributors Inc.,2020,4.51,-0.44,-9.84,0.47,0.07,0.40,0,46105,0,Filipino,SERV,TRD,
DSG Sons Group Inc.,2018,6.03,0.05,0.85,4.71,2.91,1.81,0,47191,0,Filipino,SERV,TRD,
DSG Sons Group Inc.,2019,6.65,0.08,1.14,5.14,3.25,1.90,0,47191,0,Filipino,SERV,TRD,
DSG Sons Group Inc.,2021,5.38,0.02,0.37,6.41,4.58,1.10,0,47711,0,Filipino,SERV,TRD,
Dualcore Holdings Inc.,2019,4.47,4.48,100.00,6.69,0.24,6.45,0,64200,0,Filipino,SERV,FIA,
Dualcore Holdings Inc.,2020,3.50,3.50,100.00,6.13,0.02,6.11,0,64200,0,Filipino,SERV,FIA,
Dualcore Holdings Inc.,2021,6.35,6.35,99.89,6.15,0.00,0.25,0,64304,0,Filipino,SERV,FIA,
Dumaguete Coconut Mills Inc.,2019,2.02,0.01,0.35,2.38,1.94,0.44,0,10450,0,Filipino,MFG,MFG,
Dumaguete Coconut Mills Inc.,2020,3.37,0.01,0.30,2.76,2.36,0.40,0,10450,0,Filipino,MFG,MFG,
Dumaguete Coconut Mills Inc.,2021,6.66,0.01,0.14,2.59,2.19,0.14,0,10490,0,Filipino,MFG,MFG,
Dyna Drug Corporation,2018,3.84,0.03,0.70,2.67,2.35,0.32,0,46421,0,Filipino,SERV,TRD,
Dyna Drug Corporation,2019,4.53,0.03,0.57,2.92,2.57,0.34,0,46421,0,Filipino,SERV,TRD,
Dyna Drug Corporation,2020,5.31,0.03,0.53,3.06,2.69,0.37,0,46421,0,Filipino,SERV,TRD,
Dyna Drug Corporation,2021,5.87,0.02,0.39,3.73,3.33,0.10,0,46425,0,Filipino,SERV,TRD,
Dynasty Management & Development Corporation,2018,5.05,0.07,1.45,6.44,5.03,1.41,0,47191,0,Filipino,SERV,TRD,
Dynasty Management & Development Corporation,2021,6.15,-0.37,-6.03,8.18,6.93,-0.05,0,47711,0,Filipino,SERV,TRD,
Dyson Electronics Pte. Ltd.,2020,38.19,1.31,3.44,16.59,9.49,7.10,1,27509,1,Singaporean,MFG,MFG,
Dyson Electronics Pte. Ltd.,2021,41.64,1.49,3.58,19.51,11.76,1.67,1,27902,1,Singaporean,MFG,MFG,
Dyson Electronics Pte. Ltd. - Philippine Branch,2018,21.30,0.72,3.38,11.83,6.09,5.74,1,27509,0,Singaporean,MFG,MFG,
Dyson Electronics Pte. Ltd. - Philippine Branch,2019,34.90,1.22,3.50,17.79,11.06,6.73,1,27509,1,Singaporean,MFG,MFG,
Eagle Cement Corporation,2018,17.13,4.38,25.55,44.95,12.60,32.35,0,23940,0,Filipino,MFG,MFG,
Eagle Cement Corporation,2019,20.67,5.91,28.59,48.44,11.69,36.76,0,23940,0,Filipino,MFG,MFG,
Eagle Cement Corporation,2021,21.76,5.87,26.95,51.48,10.39,26.58,0,23969,0,Filipino,MFG,MFG,
Eagle I Land Holdings Inc.,2020,3.18,2.93,92.05,27.00,9.78,17.22,0,68190,0,Filipino,SERV,REO,
East-West Seed Co. Inc.,2018,2.27,0.20,8.69,2.14,1.08,1.07,1,46203,0,Dutch,SERV,TRD,
East-West Seed Co. Inc.,2021,2.94,0.47,16.04,2.08,0.79,0.80,1,46302,0,Dutch,SERV,TRD,
Eastern Telecommunications Philippines Inc.,2018,3.04,0.55,18.21,7.12,1.05,6.07,0,61101,0,Filipino,SERV,IAC,
Eastern Telecommunications Philippines Inc.,2019,3.59,0.94,26.10,8.47,1.75,6.72,0,61101,0,Filipino,SERV,IAC,
Eastern Telecommunications Philippines Inc.,2020,3.69,1.05,28.54,9.01,1.57,7.44,0,61101,0,Filipino,SERV,IAC,
Eastern Telecommunications Philippines Inc.,2021,4.08,1.22,29.76,10.20,1.77,4.95,0,61202,0,Filipino,SERV,IAC,
EastWest Ageas Life Insurance Corporation,2019,2.31,-0.68,-29.49,4.27,2.87,1.40,0,65110,0,Filipino,SERV,FIA,
EastWest Ageas Life Insurance Corporation,2020,2.93,-0.56,-19.20,6.21,4.85,1.37,0,65110,0,Filipino,SERV,FIA,
EastWest Ageas Life Insurance Corporation,2021,4.48,-0.50,-11.09,9.14,7.90,-4.21,0,65120,0,Filipino,SERV,FIA,
EastWest Banking Corporation,2018,28.97,4.51,15.56,345.83,303.17,42.66,0,64191,0,Filipino,SERV,FIA,
EastWest Banking Corporation,2019,34.52,6.24,18.08,382.73,333.66,49.07,0,64191,0,Filipino,SERV,FIA,
EastWest Banking Corporation,2020,37.60,6.51,17.31,385.89,330.41,55.48,0,64191,0,Filipino,SERV,FIA,
EastWest Banking Corporation,2021,28.65,4.52,15.76,382.76,323.41,32.53,0,64192,0,Filipino,SERV,FIA,
EastWest Rural Bank Inc.,2018,2.27,0.22,9.67,25.83,21.96,3.88,0,64196,0,Filipino,SERV,FIA,
EastWest Rural Bank Inc.,2019,2.85,0.36,12.63,28.89,24.55,4.34,0,64196,0,Filipino,SERV,FIA,
EastWest Rural Bank Inc.,2020,3.09,0.81,26.13,28.26,23.00,5.26,0,64196,0,Filipino,SERV,FIA,
EastWest Rural Bank Inc.,2021,3.18,1.19,37.35,29.05,22.60,5.73,0,64200,0,Filipino,SERV,FIA,
Easy Bio Philippines Inc.,2020,2.05,0.11,5.52,1.81,1.34,0.48,1,10800,0,Korean,MFG,MFG,
Eaton Industries (Philippines) LLC,2020,5.98,0.63,10.48,6.60,1.53,5.07,1,27122,1,American,MFG,MFG,
Eaton Industries (Philippines) LLC,2021,7.25,0.27,3.73,7.52,1.85,1.17,1,27123,1,American,MFG,MFG,
Eaton Industries (Philippines) LLC - Philippine Branch,2018,8.27,0.25,2.97,6.10,1.61,4.50,1,27122,1,American,MFG,MFG,
Eaton Industries (Philippines) LLC - Philippine Branch,2019,6.78,0.40,5.96,6.41,1.71,4.70,1,27122,1,American,MFG,MFG,
Ecossential Foods Corporation,2020,31.53,0.48,1.51,11.07,9.21,1.86,0,46309,0,Filipino,SERV,TRD,
Ecossential Foods Corporation,2021,29.12,0.52,1.79,13.18,11.10,1.23,0,46414,0,Filipino,SERV,TRD,
Ecozone Power Management Inc.,2018,2.58,0.05,2.05,0.64,0.56,0.09,0,35100,0,Filipino,SERV,EWS,
Ecozone Power Management Inc.,2019,2.40,0.07,2.83,0.69,0.60,0.08,0,35100,0,Filipino,SERV,EWS,
Ecozone Power Management Inc.,2020,1.58,0.04,2.66,0.45,0.42,0.03,0,35100,0,Filipino,SERV,EWS,
EDC Burgos Wind Power Corporation,2018,3.49,1.01,28.85,20.90,13.50,7.40,0,35100,0,Filipino,SERV,EWS,
EDC Burgos Wind Power Corporation,2019,2.89,0.69,23.68,18.23,12.46,5.77,0,35100,0,Filipino,SERV,EWS,
EDC Burgos Wind Power Corporation,2020,4.25,1.99,46.89,17.65,11.47,6.18,0,35100,0,Filipino,SERV,EWS,
EDC Burgos Wind Power Corporation,2021,4.11,1.85,45.04,18.20,10.49,2.88,0,35102,0,Filipino,SERV,EWS,
EDC Geothermal Corporation,2019,3.60,3.60,100.00,5.16,3.61,1.55,0,64200,0,Filipino,SERV,FIA,
Edison Lee Marketing Corporation,2019,3.48,0.09,2.62,1.02,0.76,0.27,0,46105,0,Filipino,SERV,TRD,
Edison Lee Marketing Corporation,2020,1.87,0.06,3.27,1.01,0.69,0.32,0,46105,0,Filipino,SERV,TRD,
E-Distribution System Inc.,2019,1.97,0.02,1.12,0.09,0.03,0.06,0,47731,0,Filipino,SERV,TRD,
E-Distribution System Inc.,2020,1.94,0.02,1.19,0.09,0.02,0.06,0,47731,0,Filipino,SERV,TRD,
Edsa Shangri-La Hotel & Resort Inc.,2018,2.43,0.11,4.69,2.05,0.78,1.27,1,55101,0,Bermudian,SERV,AFS,
Edsa Shangri-La Hotel & Resort Inc.,2019,2.50,0.25,10.00,2.17,0.66,1.51,1,55101,0,Bermudian,SERV,AFS,
EDS Manufacturing Inc.,2018,14.23,0.52,3.68,6.11,2.82,3.30,1,29301,1,Japanese,MFG,MFG,
EDS Manufacturing Inc.,2019,12.37,-0.32,-2.62,6.21,3.32,2.88,1,29301,1,Japanese,MFG,MFG,
EDS Manufacturing Inc.,2020,11.16,-0.03,-0.26,6.34,3.41,2.92,1,29301,1,Japanese,MFG,MFG,
EDS Manufacturing Inc.,2021,16.82,0.21,1.25,7.99,4.82,2.36,1,30309,1,Japanese,MFG,MFG,
Edward Keller (Philippines) Inc.,2018,2.43,0.37,15.21,1.97,0.64,1.32,1,46109,0,Swiss,SERV,TRD,
Edward Keller (Philippines) Inc.,2019,2.71,0.41,15.17,2.13,0.70,1.43,1,46109,0,Swiss,SERV,TRD,
EEI Corporation,2018,20.25,0.91,4.51,20.25,13.84,6.41,0,42100,0,Filipino,SERV,CNS,
EEI Corporation,2019,21.63,0.65,2.99,25.01,18.17,6.84,0,42100,0,Filipino,SERV,CNS,
EEI Corporation,2020,12.68,-3.02,-23.84,23.47,19.81,3.67,0,42100,0,Filipino,SERV,CNS,
EEI Corporation,2021,14.78,-0.44,-2.94,27.80,18.42,1.75,0,42209,0,Filipino,SERV,CNS,
8 Under Par Pawnshop Operator Inc.,2018,4.70,0.92,19.48,8.04,5.49,2.56,0,64930,0,Filipino,SERV,FIA,
8 Under Par Pawnshop Operator Inc.,2020,5.76,0.94,16.30,14.66,9.08,5.57,0,64930,0,Filipino,SERV,FIA,
8 Under Par Pawnshop Operator Inc.,2021,7.52,1.80,23.98,15.96,8.85,4.05,0,64996,0,Filipino,SERV,FIA,
Electronic Commerce Payments Inc.,2020,3.22,0.19,5.99,5.51,5.20,0.30,0,64199,0,Filipino,SERV,FIA,
Electronic Commerce Payments Inc.,2021,12.27,0.34,2.74,7.78,7.23,0.50,0,65110,0,Filipino,SERV,FIA,
ElectroWorld Inc.,2018,2.24,0.07,3.12,0.58,0.23,0.34,0,47411,0,Filipino,SERV,TRD,
ElectroWorld Inc.,2019,2.34,0.06,2.48,0.68,0.36,0.32,0,47411,0,Filipino,SERV,TRD,
ElectroWorld Inc.,2020,2.18,0.06,2.71,0.60,0.27,0.33,0,47411,0,Filipino,SERV,TRD,
ElectroWorld Inc.,2021,2.38,0.07,2.78,0.99,0.70,0.11,0,47411,0,Filipino,SERV,TRD,
Elematec Philippines Inc.,2019,2.07,0.04,1.98,0.82,0.69,0.13,1,46522,1,Japanese,SERV,TRD,
Elematec Philippines Inc.,2020,1.77,0.02,0.85,0.87,0.73,0.14,1,46522,1,Japanese,SERV,TRD,
EMCOR Inc.,2018,9.46,0.57,6.06,5.51,1.66,3.85,0,47593,0,Filipino,SERV,TRD,
EMCOR Inc.,2019,11.82,0.53,4.45,6.37,2.36,4.00,0,47593,0,Filipino,SERV,TRD,
EMCOR Inc.,2020,9.31,0.78,8.35,6.09,1.61,4.49,0,47591,0,Filipino,SERV,TRD,
EMCOR Inc.,2021,11.11,0.72,6.49,6.61,1.82,1.66,0,47593,0,Filipino,SERV,TRD,
EMD Technologies Philippines Inc.,2018,6.17,0.38,6.09,5.33,3.02,2.31,1,26120,1,Japanese,MFG,MFG,
EMD Technologies Philippines Inc.,2019,4.50,-0.26,-5.74,5.04,3.10,1.94,1,26120,1,Japanese,MFG,MFG,
EMD Technologies Philippines Inc.,2020,4.49,0.23,5.21,4.85,2.77,2.09,1,26120,1,Japanese,MFG,MFG,
EMD Technologies Philippines Inc.,2021,4.57,0.23,5.08,5.36,2.90,2.02,1,26200,1,Japanese,MFG,MFG,
Emerson Electric Asia Ltd.,2018,2.98,0.18,5.95,1.92,0.70,1.23,1,70100,1,American,SERV,PRO,
Emerson Electric Asia Ltd.,2019,2.95,0.12,4.14,2.05,0.95,1.10,1,70100,1,American,SERV,PRO,
Emerson Electric Asia Ltd.,2020,2.97,0.12,3.94,3.00,2.01,1.00,1,70100,1,American,SERV,PRO,
Emerson Electric Asia Ltd.,2021,3.31,0.26,7.73,3.28,1.74,1.59,1,70200,0,American,SERV,PRO,
Emirates,2018,7.25,0.06,0.79,0.00,0.00,0.00,1,51102,0,Emirati,SERV,TAS,
Emirates,2020,3.20,-2.15,-67.20,0.25,0.04,0.22,1,51102,0,Emirati,SERV,TAS,
Emirates,2021,7.65,-0.81,-10.58,0.34,0.07,0.27,1,52109,0,Emirati,SERV,TAS,
Emperador Distillers Inc.,2018,25.74,2.77,10.77,31.67,10.01,21.66,0,11010,0,Filipino,MFG,MFG,
Emperador Distillers Inc.,2020,27.86,2.83,10.15,30.93,10.31,20.62,0,11010,0,Filipino,MFG,MFG,
Emperador Distillers Inc.,2021,27.80,6.21,22.33,31.84,9.04,9.20,0,11030,0,Filipino,MFG,MFG,
Emperador Inc.,2018,3.08,2.92,94.77,45.57,5.26,40.31,0,64200,0,Filipino,SERV,FIA,
Emperador Inc.,2019,2.59,2.51,96.91,46.52,6.10,40.42,0,64200,0,Filipino,SERV,FIA,
Emperador Inc.,2020,2.91,2.83,96.95,45.68,3.95,41.73,0,64200,0,Filipino,SERV,FIA,
Emperador Inc.,2021,5.08,4.93,96.89,44.84,0.76,5.30,0,64304,0,Filipino,SERV,FIA,
Empire East Land Holdings Inc.,2018,4.27,0.54,12.56,40.44,15.49,24.95,0,68120,0,Filipino,SERV,REO,
Empire East Land Holdings Inc.,2019,4.90,0.53,10.80,42.57,17.11,25.46,0,68120,0,Filipino,SERV,REO,
Empire East Land Holdings Inc.,2020,4.86,0.45,9.33,43.17,17.24,25.93,0,68120,0,Filipino,SERV,REO,
Empire East Land Holdings Inc.,2021,4.51,0.72,15.89,43.73,17.06,7.51,0,68190,0,Filipino,SERV,REO,
EMS Components Assembly Inc.,2020,2.09,0.09,4.12,1.38,1.12,0.26,0,26120,1,Filipino,MFG,MFG,
Energy Corporation,2019,2.73,0.73,26.70,3.75,2.86,0.88,0,35100,0,Filipino,SERV,EWS,
Energy Corporation,2020,1.71,0.60,34.89,3.33,2.29,1.04,0,35100,0,Filipino,SERV,EWS,
Energy Corporation,2021,2.56,0.75,29.15,3.15,1.93,1.13,0,35102,0,Filipino,SERV,EWS,
Energy Development Corporation,2018,29.00,8.36,28.82,105.03,56.15,48.88,0,35100,0,Filipino,SERV,EWS,
Energy Development Corporation,2019,32.60,12.26,37.60,107.63,54.17,53.46,0,35100,0,Filipino,SERV,EWS,
Energy Development Corporation,2020,28.22,8.78,31.13,119.11,64.68,54.43,0,35100,0,Filipino,SERV,EWS,
Energy Development Corporation,2021,27.60,8.70,31.52,112.86,54.94,45.20,0,35102,0,Filipino,SERV,EWS,
Enterprise Services Asia Pacific Ltd.,2021,7.20,1.18,16.39,6.92,3.70,2.56,1,70200,0,American,SERV,PRO,
Entrego Express Corporation,2020,1.85,-0.38,-20.38,2.03,2.41,-0.38,0,52291,0,Filipino,SERV,TAS,
Epicurean Partners Exchange Inc.,2018,2.82,-0.04,-1.31,2.25,2.00,0.25,0,56102,0,Filipino,SERV,AFS,
Epicurean Partners Exchange Inc.,2019,3.21,0.00,0.09,3.10,2.85,0.24,0,56102,0,Filipino,SERV,AFS,
ePLDT Inc.,2018,4.44,1.22,27.56,27.91,2.42,25.49,0,62090,0,Filipino,SERV,IAC,
ePLDT Inc.,2019,5.00,1.40,28.00,30.32,3.02,27.29,0,62090,0,Filipino,SERV,IAC,
ePLDT Inc.,2020,6.31,1.32,20.98,32.69,4.61,28.08,0,62090,0,Filipino,SERV,IAC,
ePLDT Inc.,2021,6.40,1.49,23.27,35.87,5.30,6.45,0,64191,0,Filipino,SERV,FIA,
Epson Philippines Corporation,2018,6.70,0.13,1.94,2.45,1.69,0.76,1,46510,0,Japanese,SERV,TRD,
Epson Philippines Corporation,2019,7.36,0.28,3.79,2.78,1.75,1.03,1,46510,0,Japanese,SERV,TRD,
Epson Philippines Corporation,2020,5.99,0.07,1.15,3.25,2.15,1.10,1,46510,0,Japanese,SERV,TRD,
Epson Philippines Corporation,2021,7.33,0.10,1.42,2.41,1.29,1.07,1,46525,0,Japanese,SERV,TRD,
Epson Precision Philippines Inc.,2018,72.88,2.37,3.25,38.43,15.12,23.30,1,26200,1,Japanese,MFG,MFG,
Epson Precision Philippines Inc.,2019,71.12,1.35,1.89,34.50,9.81,24.70,1,26200,1,Japanese,MFG,MFG,
Epson Precision Philippines Inc.,2020,60.13,1.38,2.29,37.28,12.40,24.88,1,26200,1,Japanese,MFG,MFG,
Epson Precision Philippines Inc.,2021,76.62,3.64,4.75,49.35,18.98,21.53,1,26300,1,Japanese,MFG,MFG,
Ericsson Telecommunications Inc.,2018,2.68,0.01,0.26,3.71,3.57,0.14,1,61910,1,Swedish,SERV,IAC,
Ericsson Telecommunications Inc.,2019,5.09,0.06,1.12,9.89,9.77,0.12,1,61909,1,Swedish,SERV,IAC,
Ericsson Telecommunications Inc.,2021,9.60,0.02,0.22,9.50,9.38,0.04,1,62019,0,Swedish,SERV,IAC,
Etiqa Life and General Assurance Philippines Inc.,2019,4.61,0.22,4.70,5.14,3.20,1.94,1,65110,0,Malaysian,SERV,FIA,
Etiqa Life and General Assurance Philippines Inc.,2020,4.96,0.43,8.57,7.43,5.07,2.36,1,65110,0,Malaysian,SERV,FIA,
Etiqa Life and General Assurance Philippines Inc.,2021,5.41,0.22,4.03,8.78,6.22,1.38,1,65120,0,Malaysian,SERV,FIA,
Eton Properties Philippines Inc.,2018,3.11,0.45,14.39,28.83,11.53,17.30,0,68120,0,Filipino,SERV,REO,
Eton Properties Philippines Inc.,2019,3.01,0.69,23.03,29.05,11.23,17.83,0,68120,0,Filipino,SERV,REO,
Eton Properties Philippines Inc.,2020,2.32,0.62,26.74,28.57,10.12,18.45,0,68120,0,Filipino,SERV,REO,
Eton Properties Philippines Inc.,2021,2.62,0.78,29.85,29.29,10.04,5.26,0,68190,0,Filipino,SERV,REO,
"Euro-Med Laboratories Phil., Inc.",2018,3.77,0.36,9.46,8.68,3.41,5.27,0,21001,0,Filipino,MFG,MFG,
"Euro-Med Laboratories Phil., Inc.",2019,4.15,0.37,9.01,9.32,3.97,5.36,0,21001,0,Filipino,MFG,MFG,
"Euro-Med Laboratories Phil., Inc.",2020,2.91,0.21,7.31,9.05,3.70,5.35,0,21001,0,Filipino,MFG,MFG,
"Euro-Med Laboratories Phil., Inc.",2021,2.74,0.19,6.90,8.77,3.21,1.42,0,22204,0,Filipino,MFG,MFG,
Ever Gotesco Resources and Holdings Inc.,2021,2.30,2.26,98.17,3.07,0.42,-2.34,0,70100,0,Filipino,SERV,PRO,
Everplus Superstore Inc.,2018,5.77,0.02,0.40,1.41,1.26,0.15,0,47112,0,Filipino,SERV,TRD,
Everplus Superstore Inc.,2019,6.27,0.02,0.38,1.74,1.57,0.17,0,47112,0,Filipino,SERV,TRD,
Everplus Superstore Inc.,2020,7.17,0.03,0.40,1.84,1.59,0.25,0,47112,0,Filipino,SERV,TRD,
Everplus Superstore Inc.,2021,6.23,0.03,0.45,1.98,1.71,0.18,0,47114,0,Filipino,SERV,TRD,
Evo Lander Motor Corporation,2019,2.14,0.01,0.61,0.38,0.25,0.13,0,45101,0,Filipino,SERV,TRD,
Evo Lander Motor Corporation,2020,1.57,-0.04,-2.23,0.33,0.23,0.10,0,45101,0,Filipino,SERV,TRD,
Excellence Appliance Technologies Inc.,2018,4.21,0.10,2.42,1.84,1.07,0.76,0,47593,0,Filipino,SERV,TRD,
Excellence Appliance Technologies Inc.,2019,4.51,0.12,2.59,1.76,0.89,0.88,0,47593,0,Filipino,SERV,TRD,
Excellence Appliance Technologies Inc.,2020,5.18,0.12,2.37,1.87,0.87,1.00,0,46491,0,Filipino,SERV,TRD,
Excellence Appliance Technologies Inc.,2021,5.58,0.13,2.40,2.23,1.09,0.79,0,46492,0,Filipino,SERV,TRD,
EXL Service Philippines Inc.,2020,6.79,0.92,13.60,6.96,2.15,4.81,1,82211,1,American,SERV,PRO,
EXL Service Philippines Inc.,2021,6.26,0.86,13.70,4.67,1.87,2.50,1,82219,1,American,SERV,PRO,
Expeditors Philippines Inc.,2020,2.55,0.16,6.39,0.68,0.50,0.18,1,50121,0,American,SERV,TAS,
Expeditors Philippines Inc.,2021,5.08,0.22,4.23,1.73,1.49,0.22,1,52293,0,American,SERV,TAS,
FactSet Philippines Inc.,2019,2.43,0.26,10.76,1.81,0.33,1.48,1,82294,1,American,SERV,PRO,
FactSet Philippines Inc.,2020,2.65,0.15,5.55,4.04,2.48,1.56,1,82294,1,American,SERV,PRO,
FactSet Philippines Inc.,2021,3.06,0.27,8.74,5.09,3.24,1.98,1,82296,1,American,SERV,PRO,
Fairchild Semiconductor Philippines Inc.,2018,4.18,0.11,2.61,5.12,2.33,2.79,1,26120,0,American,MFG,MFG,
Fairlane Automotive Ventures Inc.,2018,4.82,0.14,2.90,1.62,0.96,0.66,0,45101,0,Filipino,SERV,TRD,
Fairlane Automotive Ventures Inc.,2019,4.65,0.15,3.27,1.28,0.46,0.82,0,45101,0,Filipino,SERV,TRD,
Fairlane Automotive Ventures Inc.,2020,3.14,0.06,2.01,1.05,0.17,0.87,0,45101,0,Filipino,SERV,TRD,
Fairlane Automotive Ventures Inc.,2021,3.79,0.11,2.80,1.45,0.62,0.34,0,45109,0,Filipino,SERV,TRD,
Family Health & Beauty Corporation,2019,29.05,0.82,2.81,5.72,4.90,0.82,0,47721,0,Filipino,SERV,TRD,
Family Health & Beauty Corporation,2020,29.32,0.18,0.61,7.38,6.72,0.65,0,47721,0,Filipino,SERV,TRD,
Family Health & Beauty Corporation,2021,31.26,0.33,1.04,7.97,7.21,0.69,0,47732,0,Filipino,SERV,TRD,
The Far Eastern University Inc.,2019,2.07,0.25,11.93,8.71,3.30,5.42,0,85402,0,Filipino,SERV,EDU,
The Far Eastern University Inc.,2020,2.48,0.43,17.39,10.33,4.79,5.54,0,85402,0,Filipino,SERV,EDU,
The Far Eastern University Inc.,2021,2.30,0.46,19.89,10.01,4.21,3.39,0,86121,0,Filipino,SERV,HSW,
Fast Cargo Logistics Corporation,2019,4.60,0.95,20.75,5.58,2.08,3.50,0,52293,0,Filipino,SERV,TAS,
Fast Distribution Corporation,2019,9.06,0.08,0.86,2.11,1.45,0.66,0,52293,0,Filipino,SERV,TAS,
Fast Distribution Corporation,2021,12.28,0.18,1.47,2.96,2.05,0.64,0,53100,0,Filipino,SERV,TAS,
